,Method,ARI,Purity,F-Measure,Davies-Bouldin Index,Silhouette Coefficient,Calinski,Xie-Beni,Solving Time,Iterations
65,GS-FCM_k7_m1.5_eta0.9,0.001336582124113585,0.9610079575596817,0.5237300395214811,1.2328822721475081,0.3269186038987242,711.4356579557798,0.49478363502104705,0.15339279174804688,6
66,GS-FCM_k7_m1.75_eta0.1,0.001393239508020438,0.9610079575596817,0.4369522212662064,1.2303399223129488,0.3406726449731395,922.0111997869755,0.6423080429242843,2.7698967456817627,124
67,GS-FCM_k7_m1.75_eta0.5,0.002793331774425162,0.9610079575596817,0.5256927427757793,1.1614376762918628,0.36777900859918544,874.6282798648514,0.3407434040835444,0.48282599449157715,20
68,GS-FCM_k7_m1.75_eta0.9,0.006349174003169958,0.9610079575596817,0.5381797345793289,1.4414164219347347,0.32011781356868113,700.944550657498,0.5869268891304266,0.2631340026855469,11
69,GS-FCM_k7_m2_eta0.1,0.001840321336628934,0.9610079575596817,0.4075610085344453,1.2874623688558475,0.34007892201348333,910.3899256453559,0.4559696167366159,1.1212184429168701,49
70,GS-FCM_k7_m2_eta0.5,0.004717843420598762,0.9610079575596817,0.5175254632279851,1.312913818465946,0.3625532245365621,849.6537508577726,0.27353744520590206,0.3911755084991455,16
71,GS-FCM_k7_m2_eta0.9,0.005594884579859767,0.9610079575596817,0.5186576602871479,1.4542261044739229,0.3469209708684466,826.370969041795,0.5455961123309077,0.19980144500732422,7
72,GS-FCM_k8_m1.05_eta0.1,0.0017792210109248362,0.9610079575596817,0.49126521438432047,1.4272987928573533,0.31878964305204593,759.6844693293813,0.7961301610473663,0.29858994483947754,11
73,GS-FCM_k8_m1.05_eta0.5,0.0023053507200915414,0.9610079575596817,0.5217618108608768,1.37176567888381,0.3152430238150311,580.1468858493872,0.7382442801748573,0.3345332145690918,13
74,GS-FCM_k8_m1.05_eta0.9,0.0016308726282762275,0.9610079575596817,0.488614585255746,1.3309290662293412,0.33744248755461215,777.4757111299349,0.7887669159691598,0.17783784866333008,6
75,GS-FCM_k8_m1.5_eta0.1,0.0013345506331846136,0.9610079575596817,0.4075610085344453,1.2532489568829308,0.3662805649745681,893.9668248250734,0.7109967808758982,0.9512321949005127,38
76,GS-FCM_k8_m1.5_eta0.5,0.002617785797041498,0.9610079575596817,0.52316825331192,1.2550776221912832,0.3517329372163078,728.5861117619042,0.46568714969202696,0.26927876472473145,10
77,GS-FCM_k8_m1.5_eta0.9,0.002016565486938126,0.9610079575596817,0.5214801829235762,1.3943241621410563,0.33649855964496217,682.2508819038651,0.6857566651158481,0.14963912963867188,5
78,GS-FCM_k8_m1.75_eta0.1,-0.0003206497497739436,0.9610079575596817,0.37732566212968865,1.194972740339407,0.3517369677232445,860.190736459918,0.5736933535013272,1.352743148803711,52
79,GS-FCM_k8_m1.75_eta0.5,0.005873301752455733,0.9610079575596817,0.5175254632279851,1.1939449579062256,0.3849390568962172,824.3476599165908,0.34998608883923304,0.36759376525878906,14
80,GS-FCM_k8_m1.75_eta0.9,0.005200876980715252,0.9610079575596817,0.5175254632279851,1.4167075517630838,0.3634419841594828,779.5093887455376,0.535605169731171,0.15382623672485352,5
81,GS-FCM_k8_m2_eta0.1,3.898077428149581e-05,0.9610079575596817,0.34692800277431624,1.214127371931538,0.34948469849578634,851.7893913883644,0.35099610225752237,3.056901454925537,120
82,GS-FCM_k8_m2_eta0.5,0.004665889766089125,0.9610079575596817,0.5175254632279851,1.2989744243385686,0.3723647693293976,826.7225090362862,0.24058730266424447,0.4207632541656494,16
83,GS-FCM_k8_m2_eta0.9,0.006991795892134744,0.9625994694960213,0.5177559596201404,1.2779982447321285,0.38256071713055084,798.8143607624784,0.47977284513277574,0.20062732696533203,7
84,GS-FCM_k9_m1.05_eta0.1,0.0012393866213870552,0.9610079575596817,0.4075610085344453,1.2915272151714199,0.3645282240362264,838.5301474601863,0.7331194585807269,0.2775430679321289,9
85,GS-FCM_k9_m1.05_eta0.5,0.0017908170200753974,0.9610079575596817,0.4075610085344453,1.3446560947735107,0.32844422444428345,679.2640000388426,0.746432658347415,0.1564486026763916,5
86,GS-FCM_k9_m1.05_eta0.9,-0.0017893382405498738,0.9610079575596817,0.43218629156834637,1.26432295099764,0.36150015889709636,809.5799140343196,0.747498237828572,0.2573051452636719,9
87,GS-FCM_k9_m1.5_eta0.1,-0.0005485394230683745,0.9610079575596817,0.34692800277431624,1.1716467889089202,0.3758432568865179,853.2965202485144,0.6549081378501771,0.6560015678405762,24
88,GS-FCM_k9_m1.5_eta0.5,-0.00038466692690723145,0.9610079575596817,0.3652388839372812,1.2837594000428332,0.3612191053998365,836.8406183545968,0.6802881015569451,0.2915518283843994,9
89,GS-FCM_k9_m1.5_eta0.9,0.0057925039570941575,0.9610079575596817,0.5175254632279851,1.2861407929946356,0.387989126627433,778.950075383314,0.44911969652325534,0.23659229278564453,8
90,GS-FCM_k9_m1.75_eta0.1,-0.0004829087105794051,0.9610079575596817,0.34692800277431624,1.1795874417681498,0.37408983272446433,847.4130100139669,0.46490166862265325,1.2933757305145264,46
91,GS-FCM_k9_m1.75_eta0.5,0.00400293984436476,0.9625994694960213,0.523403804641697,1.210660806605549,0.35990678286713024,655.2659680570179,0.40240793725776014,0.5853955745697021,21
92,GS-FCM_k9_m1.75_eta0.9,-0.0006847151262756489,0.9610079575596817,0.4095346682736957,1.2467943584187922,0.3706137145711528,820.8802379400954,0.7399965849266552,0.23997139930725098,8
93,GS-FCM_k9_m2_eta0.1,-8.49778506832228e-05,0.9610079575596817,0.34692800277431624,1.1786134032059998,0.37545093888249575,851.262944902252,0.28453619807380526,2.123839855194092,79
94,GS-FCM_k9_m2_eta0.5,0.0011622486699892185,0.9610079575596817,0.4075610085344453,1.2259765578512993,0.38165738268728383,857.2294844885328,0.3322854920404444,0.46310925483703613,18
95,GS-FCM_k9_m2_eta0.9,0.0025250456243214553,0.9610079575596817,0.5217618108608768,1.134269399537053,0.39431372558448186,817.6401193879243,0.3699829123276924,0.1668715476989746,6
96,GS-FCM_k10_m1.05_eta0.1,0.0024451198818333,0.9610079575596817,0.49273355459443446,1.2798984973753462,0.3617682454799847,687.9668426795826,0.5578302377207884,0.24138903617858887,8
97,GS-FCM_k10_m1.05_eta0.5,0.002195916213189175,0.9610079575596817,0.4075610085344453,1.2070533800571293,0.3884690480263242,849.1229296731713,0.6732467015338957,0.3077728748321533,10
98,GS-FCM_k10_m1.05_eta0.9,-0.001331619514791119,0.9610079575596817,0.3929285939780693,1.2233874187696663,0.36267807012688263,747.5864151889723,0.714593468811145,0.20305371284484863,7
